component,estimate,p.value,method,alternative,date
Axis.48,-0.0759322410835586,0.441375580414374,Spearman's rank correlation rho,two.sided,t4
Axis.44,-0.0735365096500679,0.455960370732019,Spearman's rank correlation rho,two.sided,t4
Axis.72,0.0718615718729738,0.466313703617027,Spearman's rank correlation rho,two.sided,t4
Axis.15,-0.0679983252973232,0.490676584713123,Spearman's rank correlation rho,two.sided,t4
Axis.50,-0.0651825630280906,0.50884947256496,Spearman's rank correlation rho,two.sided,t4
Axis.55,-0.063020182058901,0.523037705360584,Spearman's rank correlation rho,two.sided,t4
Axis.51,-0.0626883058430062,0.525232852826845,Spearman's rank correlation rho,two.sided,t4
Axis.75,-0.0580109254252387,0.556656624008855,Spearman's rank correlation rho,two.sided,t4
Axis.71,-0.0574353276132961,0.560585109808334,Spearman's rank correlation rho,two.sided,t4
Axis.11,-0.0572849462029688,0.561613646552951,Spearman's rank correlation rho,two.sided,t4
Axis.33,0.0571086369632746,0.562820660998033,Spearman's rank correlation rho,two.sided,t4
Axis.73,-0.0559004001147826,0.571125277635328,Spearman's rank correlation rho,two.sided,t4
Axis.41,-0.0555840805965078,0.573308900817196,Spearman's rank correlation rho,two.sided,t4
Axis.70,-0.0544017715773826,0.581504985650425,Spearman's rank correlation rho,two.sided,t4
Axis.13,0.0524519988090005,0.59513797293659,Spearman's rank correlation rho,two.sided,t4
Axis.37,0.0523016173986732,0.596195398147034,Spearman's rank correlation rho,two.sided,t4
Axis.49,0.0505592672652254,0.608507927164868,Spearman's rank correlation rho,two.sided,t4
Axis.54,0.0505125971723652,0.60883925675029,Spearman's rank correlation rho,two.sided,t4
Axis.38,0.0458870724133313,0.642061082714591,Spearman's rank correlation rho,two.sided,t4
Axis.12,0.0458352167545977,0.64243772065147,Spearman's rank correlation rho,two.sided,t4
Axis.69,0.0453218457331354,0.646171312414254,Spearman's rank correlation rho,two.sided,t4
Axis.57,0.0446684644330925,0.650935876448798,Spearman's rank correlation rho,two.sided,t4
Axis.84,0.0434550420187271,0.659821617580595,Spearman's rank correlation rho,two.sided,t4
Axis.34,-0.0412045064296904,0.676427036879264,Spearman's rank correlation rho,two.sided,t4
Axis.1,0.0381190947350433,0.699445467587127,Spearman's rank correlation rho,two.sided,t4
Axis.47,-0.0370975382579921,0.70712833324274,Spearman's rank correlation rho,two.sided,t4
Axis.76,-0.0359411570682336,0.715860745500562,Spearman's rank correlation rho,two.sided,t4
Axis.83,0.0346603222975145,0.725575856823533,Spearman's rank correlation rho,two.sided,t4
Axis.87,0.0336906214791969,0.732960172188267,Spearman's rank correlation rho,two.sided,t4
Axis.3,-0.0288524885193553,0.770155279153402,Spearman's rank correlation rho,two.sided,t4
Axis.30,-0.0277064784613435,0.77904614833382,Spearman's rank correlation rho,two.sided,t4
Axis.60,0.0252485202373726,0.798210224461595,Spearman's rank correlation rho,two.sided,t4
Axis.64,0.0234854278404314,0.812031508638471,Spearman's rank correlation rho,two.sided,t4
Axis.82,-0.023246891810257,0.813905988978167,Spearman's rank correlation rho,two.sided,t4
Axis.74,0.0206229954783386,0.834592363465132,Spearman's rank correlation rho,two.sided,t4
Axis.18,-0.0197621915433614,0.841404183694604,Spearman's rank correlation rho,two.sided,t4
Axis.20,0.0189636143988646,0.847734072021106,Spearman's rank correlation rho,two.sided,t4
Axis.68,0.0177605631162459,0.857288181762002,Spearman's rank correlation rho,two.sided,t4
Axis.17,0.0159715428899379,0.871533574665894,Spearman's rank correlation rho,two.sided,t4
Axis.85,0.0156915223327766,0.873767130001481,Spearman's rank correlation rho,two.sided,t4
Axis.39,0.0123105333833482,0.900808465673377,Spearman's rank correlation rho,two.sided,t4
Axis.88,0.0117764200983925,0.905091544798619,Spearman's rank correlation rho,two.sided,t4
Axis.43,-0.00937550309902847,0.924376474774759,Spearman's rank correlation rho,two.sided,t4
Axis.22,0.00892954443391981,0.927963723936477,Spearman's rank correlation rho,two.sided,t4
Axis.65,0.00665308101551633,0.946296339591185,Spearman's rank correlation rho,two.sided,t4
Axis.79,0.00547595756226442,0.955787458909411,Spearman's rank correlation rho,two.sided,t4
Axis.29,-0.0054655864305177,0.955871110520989,Spearman's rank correlation rho,two.sided,t4
Axis.86,-0.00542410190353085,0.956205721747551,Spearman's rank correlation rho,two.sided,t4
Axis.6,0.0012860203365924,0.989611799495408,Spearman's rank correlation rho,two.sided,t4
Axis.33,0.384333545487901,0.00111259732731798,Spearman's rank correlation rho,two.sided,t6
Axis.48,-0.256033507952827,0.0337158709775686,Spearman's rank correlation rho,two.sided,t6
Axis.20,0.246694288696357,0.0410069333435871,Spearman's rank correlation rho,two.sided,t6
Axis.60,0.236039171619014,0.0508723484812615,Spearman's rank correlation rho,two.sided,t6
Axis.9,0.223026404279274,0.065471128765329,Spearman's rank correlation rho,two.sided,t6
Axis.35,0.219754936085716,0.0696282340122249,Spearman's rank correlation rho,two.sided,t6
Axis.12,-0.20257515897988,0.0950517949764071,Spearman's rank correlation rho,two.sided,t6
Axis.50,0.201825828276327,0.0963073285468593,Spearman's rank correlation rho,two.sided,t6
Axis.26,-0.201021668496905,0.0976691190181842,Spearman's rank correlation rho,two.sided,t6
Axis.45,0.187058530508758,0.123790132569209,Spearman's rank correlation rho,two.sided,t6
Axis.29,-0.170408767802995,0.161535925437269,Spearman's rank correlation rho,two.sided,t6
Axis.28,-0.168855277320021,0.165449404684125,Spearman's rank correlation rho,two.sided,t6
Axis.63,0.16019228333261,0.18855797463225,Spearman's rank correlation rho,two.sided,t6
Axis.1,0.149957522503601,0.218752349546017,Spearman's rank correlation rho,two.sided,t6
Axis.3,-0.145114287468445,0.234165137839671,Spearman's rank correlation rho,two.sided,t6
Axis.40,-0.144693931220111,0.235537448516036,Spearman's rank correlation rho,two.sided,t6
Axis.43,-0.136195424460309,0.264479856601801,Spearman's rank correlation rho,two.sided,t6
Axis.55,-0.125156503851878,0.305518446012351,Spearman's rank correlation rho,two.sided,t6
Axis.56,0.121318468541,0.320704895624899,Spearman's rank correlation rho,two.sided,t6
Axis.17,0.118174934857804,0.333496245392184,Spearman's rank correlation rho,two.sided,t6
Axis.59,-0.1176997495336,0.335457433484171,Spearman's rank correlation rho,two.sided,t6
Axis.6,0.115707626443668,0.343758129716333,Spearman's rank correlation rho,two.sided,t6
Axis.25,0.107190843325243,0.38067294063419,Spearman's rank correlation rho,two.sided,t6
Axis.22,0.106277025394082,0.384770247076979,Spearman's rank correlation rho,two.sided,t6
Axis.2,0.105034233007702,0.390384687755362,Spearman's rank correlation rho,two.sided,t6
Axis.44,0.101013434110591,0.40887957323398,Spearman's rank correlation rho,two.sided,t6
Axis.8,0.0939404833234015,0.442622263415476,Spearman's rank correlation rho,two.sided,t6
Axis.10,0.0887682738330274,0.468251109606393,Spearman's rank correlation rho,two.sided,t6
Axis.16,-0.0863192417775146,0.480660727370002,Spearman's rank correlation rho,two.sided,t6
Axis.52,-0.0767789825761887,0.530626872145,Spearman's rank correlation rho,two.sided,t6
Axis.14,0.0725754200928458,0.553431774113188,Spearman's rank correlation rho,two.sided,t6
Axis.41,0.0724840382997296,0.553932696145707,Spearman's rank correlation rho,two.sided,t6
Axis.19,0.070766060589146,0.563390188168922,Spearman's rank correlation rho,two.sided,t6
Axis.42,-0.0697243081476219,0.569161858647121,Spearman's rank correlation rho,two.sided,t6
Axis.58,-0.0651369421331912,0.594900105848431,Spearman's rank correlation rho,two.sided,t6
Axis.32,-0.0638210443123187,0.602377899146344,Spearman's rank correlation rho,two.sided,t6
Axis.15,-0.0625234228500694,0.609792083914666,Spearman's rank correlation rho,two.sided,t6
Axis.11,-0.0617375394292705,0.614301539824653,Spearman's rank correlation rho,two.sided,t6
Axis.7,-0.0614816704085453,0.615772826980574,Spearman's rank correlation rho,two.sided,t6
Axis.61,0.0593616128082506,0.628021165809546,Spearman's rank correlation rho,two.sided,t6
Axis.51,0.0589412565599163,0.630461798395534,Spearman's rank correlation rho,two.sided,t6
Axis.64,0.0563825663526641,0.645402154690212,Spearman's rank correlation rho,two.sided,t6
Axis.57,0.0553956429870097,0.651202880921947,Spearman's rank correlation rho,two.sided,t6
Axis.30,-0.05064378974497,0.679416898399801,Spearman's rank correlation rho,two.sided,t6
Axis.53,0.0496568663793155,0.685333820384733,Spearman's rank correlation rho,two.sided,t6
Axis.4,-0.0494923791517065,0.686321822558275,Spearman's rank correlation rho,two.sided,t6
Axis.27,-0.0461112528064089,0.706744750163456,Spearman's rank correlation rho,two.sided,t6
Axis.34,0.0450877767235081,0.712968533176859,Spearman's rank correlation rho,two.sided,t6
Axis.38,-0.0418163085299499,0.732986224397499,Spearman's rank correlation rho,two.sided,t6
Axis.5,0.0414325049988621,0.735346647418373,Spearman's rank correlation rho,two.sided,t6
Axis.13,0.0410669778263975,0.737596943007167,Spearman's rank correlation rho,two.sided,t6
Axis.54,-0.0386544984881312,0.752503257587331,Spearman's rank correlation rho,two.sided,t6
Axis.18,0.0369365207775476,0.763173991639135,Spearman's rank correlation rho,two.sided,t6
Axis.31,0.0359313210532699,0.769438106784477,Spearman's rank correlation rho,two.sided,t6
Axis.46,-0.0330802091080461,0.787284355516399,Spearman's rank correlation rho,two.sided,t6
Axis.24,0.0216574849685274,0.859795349966947,Spearman's rank correlation rho,two.sided,t6
Axis.37,0.0149866140710485,0.902724203043633,Spearman's rank correlation rho,two.sided,t6
Axis.49,-0.0144931523882213,0.905912386108964,Spearman's rank correlation rho,two.sided,t6
Axis.23,0.0129031091880003,0.916195255427697,Spearman's rank correlation rho,two.sided,t6
Axis.62,0.0127568983190144,0.917141521083806,Spearman's rank correlation rho,two.sided,t6
Axis.36,-0.010179931753139,0.933837101563266,Spearman's rank correlation rho,two.sided,t6
Axis.47,0.00460564237305393,0.970039611358973,Spearman's rank correlation rho,two.sided,t6
Axis.21,0.00155349048297454,0.989892255302549,Spearman's rank correlation rho,two.sided,t6
Axis.39,-0.000968647007031183,0.993697423182971,Spearman's rank correlation rho,two.sided,t6
Axis.51,0.351852216192758,0.00302940276498113,Spearman's rank correlation rho,two.sided,t8
Axis.44,-0.349439891228469,0.00325025545508395,Spearman's rank correlation rho,two.sided,t8
Axis.41,-0.291032386790093,0.015262094262761,Spearman's rank correlation rho,two.sided,t8
Axis.50,-0.264094758022207,0.028325475106354,Spearman's rank correlation rho,two.sided,t8
Axis.20,-0.256784682372848,0.0331798061372457,Spearman's rank correlation rho,two.sided,t8
Axis.5,-0.236718524715358,0.050190145795843,Spearman's rank correlation rho,two.sided,t8
Axis.10,0.215829983547316,0.0748923886730034,Spearman's rank correlation rho,two.sided,t8
Axis.21,0.18545661922423,0.127098723341409,Spearman's rank correlation rho,two.sided,t8
Axis.62,-0.170891293492883,0.160334387714379,Spearman's rank correlation rho,two.sided,t8
Axis.56,0.166889027074859,0.170502108615319,Spearman's rank correlation rho,two.sided,t8
Axis.2,0.15764178137842,0.195784859324978,Spearman's rank correlation rho,two.sided,t8
Axis.28,0.156691471544004,0.198527668953493,Spearman's rank correlation rho,two.sided,t8
Axis.8,-0.153931917986371,0.206647736061636,Spearman's rank correlation rho,two.sided,t8
Axis.42,0.148431086060228,0.223531076342083,Spearman's rank correlation rho,two.sided,t8
Axis.11,0.1410661848435,0.247612031831016,Spearman's rank correlation rho,two.sided,t8
Axis.33,0.131892039903554,0.280012946238311,Spearman's rank correlation rho,two.sided,t8
Axis.38,-0.130557951097546,0.284948911102475,Spearman's rank correlation rho,two.sided,t8
Axis.59,0.12589777787108,0.302639982159485,Spearman's rank correlation rho,two.sided,t8
Axis.58,0.124051983769617,0.30984025594119,Spearman's rank correlation rho,two.sided,t8
Axis.60,-0.12110967832075,0.321544636440704,Spearman's rank correlation rho,two.sided,t8
Axis.9,0.120396945944938,0.324421760290296,Spearman's rank correlation rho,two.sided,t8
Axis.31,-0.118404950330488,0.332549526567916,Spearman's rank correlation rho,two.sided,t8
Axis.16,0.114475784668957,0.348954490969825,Spearman's rank correlation rho,two.sided,t8
Axis.13,-0.10674537966976,0.38266699386139,Spearman's rank correlation rho,two.sided,t8
Axis.29,0.105868170591837,0.386611940239359,Spearman's rank correlation rho,two.sided,t8
Axis.15,-0.1028710395756,0.40027241279454,Spearman's rank correlation rho,two.sided,t8
Axis.55,0.088762593572338,0.468279690240849,Spearman's rank correlation rho,two.sided,t8
Axis.7,-0.0868436987143814,0.477988580471306,Spearman's rank correlation rho,two.sided,t8
Axis.45,0.0820738743531748,0.502580960368205,Spearman's rank correlation rho,two.sided,t8
Axis.18,-0.0756592829708626,0.53665554809285,Spearman's rank correlation rho,two.sided,t8
Axis.23,-0.0729545549805998,0.551355813637445,Spearman's rank correlation rho,two.sided,t8
Axis.52,-0.0719859699570598,0.556666734410459,Spearman's rank correlation rho,two.sided,t8
Axis.47,0.0683126569432571,0.577026639988976,Spearman's rank correlation rho,two.sided,t8
Axis.34,0.0669420177590023,0.584710476987117,Spearman's rank correlation rho,two.sided,t8
Axis.22,-0.0653338011161434,0.593784996839712,Spearman's rank correlation rho,two.sided,t8
Axis.43,0.0639448867427652,0.601672383608233,Spearman's rank correlation rho,two.sided,t8
Axis.3,0.0583526788710058,0.633885770517174,Spearman's rank correlation rho,two.sided,t8
Axis.39,-0.0553372726656454,0.651546609161967,Spearman's rank correlation rho,two.sided,t8
Axis.6,-0.0552641719091518,0.651977183353734,Spearman's rank correlation rho,two.sided,t8
Axis.24,0.0548803929375605,0.654239555937911,Spearman's rank correlation rho,two.sided,t8
Axis.32,0.0514081070041151,0.674847775683147,Spearman's rank correlation rho,two.sided,t8
Axis.25,0.0447742133523221,0.714879085909808,Spearman's rank correlation rho,two.sided,t8
Axis.35,0.0439701050308926,0.719786508984847,Spearman's rank correlation rho,two.sided,t8
Axis.40,0.0414298537427404,0.735362961387086,Spearman's rank correlation rho,two.sided,t8
Axis.37,-0.0351066383060452,0.774588317972798,Spearman's rank correlation rho,two.sided,t8
Axis.17,0.0334070457175693,0.785232813499591,Spearman's rank correlation rho,two.sided,t8
Axis.46,0.0329136156112376,0.788330613467166,Spearman's rank correlation rho,two.sided,t8
Axis.4,-0.0318353794529572,0.795111215892737,Spearman's rank correlation rho,two.sided,t8
Axis.1,0.0317622786964636,0.795571471935024,Spearman's rank correlation rho,two.sided,t8
Axis.12,0.0283448183303884,0.817163492131922,Spearman's rank correlation rho,two.sided,t8
Axis.49,0.0277782874675631,0.820756526144267,Spearman's rank correlation rho,two.sided,t8
Axis.14,0.0260604196899638,0.831673734175304,Spearman's rank correlation rho,two.sided,t8
Axis.61,0.0253842376923981,0.835979776356097,Spearman's rank correlation rho,two.sided,t8
Axis.53,-0.0252928617467811,0.836562045581629,Spearman's rank correlation rho,two.sided,t8
Axis.19,0.0244704782362283,0.841806371194296,Spearman's rank correlation rho,two.sided,t8
Axis.26,-0.0207057892768085,0.865898021562235,Spearman's rank correlation rho,two.sided,t8
Axis.30,-0.0199565065227493,0.870708259640078,Spearman's rank correlation rho,two.sided,t8
Axis.27,-0.019115847823073,0.876110674044938,Spearman's rank correlation rho,two.sided,t8
Axis.48,0.0129936594667351,0.915609278999015,Spearman's rank correlation rho,two.sided,t8
Axis.54,0.0124454037930332,0.919157871042039,Spearman's rank correlation rho,two.sided,t8
Axis.57,-0.00535463041315525,0.965170147187188,Spearman's rank correlation rho,two.sided,t8
Axis.36,-0.0028326543141265,0.981570529859422,Spearman's rank correlation rho,two.sided,t8
Axis.13,-0.346429390746252,0.00829469113125538,Spearman's rank correlation rho,two.sided,t10
Axis.15,-0.326331494024752,0.0132344243477249,Spearman's rank correlation rho,two.sided,t10
Axis.18,0.268955240481113,0.0430705543632182,Spearman's rank correlation rho,two.sided,t10
Axis.33,0.235145391641556,0.078279292884031,Spearman's rank correlation rho,two.sided,t10
Axis.46,0.219650561588528,0.100651521136839,Spearman's rank correlation rho,two.sided,t10
Axis.57,-0.208791214166427,0.119079388801681,Spearman's rank correlation rho,two.sided,t10
Axis.23,0.20149762261427,0.13283022087357,Spearman's rank correlation rho,two.sided,t10
Axis.3,0.197056635758067,0.141769367865311,Spearman's rank correlation rho,two.sided,t10
Axis.50,0.193037056413767,0.150240981674631,Spearman's rank correlation rho,two.sided,t10
Axis.49,-0.185775880824064,0.166486641265385,Spearman's rank correlation rho,two.sided,t10
Axis.54,-0.175629684575951,0.191286492736887,Spearman's rank correlation rho,two.sided,t10
Axis.11,0.17015138692122,0.205726005507466,Spearman's rank correlation rho,two.sided,t10
Axis.16,-0.169049244197783,0.208721642492267,Spearman's rank correlation rho,two.sided,t10
Axis.48,-0.167590525887351,0.212733534145074,Spearman's rank correlation rho,two.sided,t10
Axis.26,0.164154433867224,0.222396938844554,Spearman's rank correlation rho,two.sided,t10
Axis.10,-0.160005190673108,0.234468012271902,Spearman's rank correlation rho,two.sided,t10
Axis.30,-0.145580087381063,0.279908744694891,Spearman's rank correlation rho,two.sided,t10
Axis.24,0.134720739958962,0.317722214098288,Spearman's rank correlation rho,two.sided,t10
Axis.51,0.134461412259329,0.318663249078213,Spearman's rank correlation rho,two.sided,t10
Axis.19,-0.119452821643112,0.376133067098507,Spearman's rank correlation rho,two.sided,t10
Axis.6,-0.113261372814392,0.401545528736823,Spearman's rank correlation rho,two.sided,t10
Axis.8,0.104800806613889,0.437843822125693,Spearman's rank correlation rho,two.sided,t10
Axis.25,0.103244840416096,0.444713462955289,Spearman's rank correlation rho,two.sided,t10
Axis.21,0.103180008491187,0.44500098929044,Spearman's rank correlation rho,two.sided,t10
Axis.27,-0.0984796939353526,0.466119303821759,Spearman's rank correlation rho,two.sided,t10
Axis.9,0.0917371737449137,0.497334659547239,Spearman's rank correlation rho,two.sided,t10
Axis.59,-0.0867775314894467,0.520968122871799,Spearman's rank correlation rho,two.sided,t10
Axis.4,-0.0866802836020846,0.521437079078566,Spearman's rank correlation rho,two.sided,t10
Axis.34,-0.0858698845407338,0.525353244803049,Spearman's rank correlation rho,two.sided,t10
Axis.7,-0.0847677418172966,0.530702608362935,Spearman's rank correlation rho,two.sided,t10
Axis.35,0.0847029098923886,0.531018111873773,Spearman's rank correlation rho,two.sided,t10
Axis.38,-0.0835683512064974,0.536554357304402,Spearman's rank correlation rho,two.sided,t10
Axis.52,0.0815261455718933,0.546590211733333,Spearman's rank correlation rho,two.sided,t10
Axis.36,-0.0789328685755707,0.559463011045647,Spearman's rank correlation rho,two.sided,t10
Axis.37,0.076372007541702,0.572313571494811,Spearman's rank correlation rho,two.sided,t10
Axis.41,-0.0748808732688165,0.579858424066761,Spearman's rank correlation rho,two.sided,t10
Axis.20,-0.0741353061323738,0.583647778331321,Spearman's rank correlation rho,two.sided,t10
Axis.28,-0.0741353061323738,0.583647778331321,Spearman's rank correlation rho,two.sided,t10
Axis.47,-0.0726765878219423,0.591093988622543,Spearman's rank correlation rho,two.sided,t10
Axis.45,-0.0725793399345802,0.591591909185759,Spearman's rank correlation rho,two.sided,t10
Axis.14,-0.0668092986177623,0.621463914333368,Spearman's rank correlation rho,two.sided,t10
Axis.2,0.0664851389932219,0.623160875950062,Spearman's rank correlation rho,two.sided,t10
Axis.17,-0.0655126601196009,0.628263419736766,Spearman's rank correlation rho,two.sided,t10
Axis.32,0.0575059173934548,0.670914365046458,Spearman's rank correlation rho,two.sided,t10
Axis.29,0.0561768629328394,0.67809965522277,Spearman's rank correlation rho,two.sided,t10
Axis.12,0.0474893849951585,0.7257445706282,Spearman's rank correlation rho,two.sided,t10
Axis.56,-0.0442802047122092,0.74362081926041,Spearman's rank correlation rho,two.sided,t10
Axis.31,-0.0425297427396915,0.753429137015105,Spearman's rank correlation rho,two.sided,t10
Axis.58,-0.0413951840538003,0.759807220032443,Spearman's rank correlation rho,two.sided,t10
Axis.42,0.0379590920336728,0.779219185236291,Spearman's rank correlation rho,two.sided,t10
Axis.55,-0.0353658150373501,0.793959628521699,Spearman's rank correlation rho,two.sided,t10
Axis.43,0.0282991352223709,0.834477772646075,Spearman's rank correlation rho,two.sided,t10
Axis.1,0.0255761943762321,0.850211243829049,Spearman's rank correlation rho,two.sided,t10
Axis.53,0.0251547868643297,0.852651538751803,Spearman's rank correlation rho,two.sided,t10
Axis.40,0.0236960685538982,0.861109168810357,Spearman's rank correlation rho,two.sided,t10
Axis.60,-0.0200978967215005,0.882035721437114,Spearman's rank correlation rho,two.sided,t10
Axis.5,-0.0198061530594142,0.883736181453019,Spearman's rank correlation rho,two.sided,t10
Axis.44,-0.0179908591619884,0.894328234539321,Spearman's rank correlation rho,two.sided,t10
Axis.22,-0.0164024770017408,0.90361140055141,Spearman's rank correlation rho,two.sided,t10
Axis.39,0.00846056620050265,0.950195069765493,Spearman's rank correlation rho,two.sided,t10
